repo,path,name
OpenMandrivaAssociation/R-CircStats,NAMESPACE,NAMESPACE
coconsonni/Coursera,swirl/NAMESPACE,NAMESPACE
bigplus/.emacs.d,elpa/yasnippet-20160530.1721/snippets/c++-mode/namespace,namespace
bigplus/.emacs.d,elpa/yasnippet-20160530.1721/snippets/csharp-mode/namespace,namespace
bigplus/.emacs.d,snippets/csharp-mode/namespace,namespace
bigplus/.emacs.d,snippets/c++-mode/namespace,namespace
unbounce/ub.s3r,NAMESPACE,NAMESPACE
peter1328/simrasch_Munster,NAMESPACE,NAMESPACE
rvladimiro/ognd.plot,NAMESPACE,NAMESPACE
zkamvar/InspirationDisseminationSchedule,scheduler/NAMESPACE,NAMESPACE
krose/cvrapi,NAMESPACE,NAMESPACE
dengdetian0603/Parallel_Programming,FinalProject/ddeng3/source/buckshot/NAMESPACE,NAMESPACE
stephenberg/automultinomial,Automultinomial/NAMESPACE,NAMESPACE
xyunbo/R_Project,packrat/lib/x86_64-apple-darwin13.4.0/3.2.2/packrat/NAMESPACE,NAMESPACE
xyunbo/R_Project,packrat/src/packrat/packrat/NAMESPACE,NAMESPACE
soodoku/outsource,NAMESPACE,NAMESPACE
ostirrup/covBM,NAMESPACE,NAMESPACE
ifellows/wordcloud,NAMESPACE,NAMESPACE
manabusakamoto/evoldiver,NAMESPACE,NAMESPACE
Microbiology/patPRO,patPRO/NAMESPACE,NAMESPACE
monkeypicked/aace,NAMESPACE,NAMESPACE
Bioconductor-mirror/R4RNA,NAMESPACE,NAMESPACE
qlmoriarty/config-emacs,.emacs.d/elpa/yasnippet-20150811.1222/snippets/c++-mode/namespace,namespace
uncsurveysCF/2015,libs/R-3.2.0/library/DBI/NAMESPACE,NAMESPACE
uncsurveysCF/2015,libs/R-3.2.0/library/KernSmooth/NAMESPACE,NAMESPACE
uncsurveysCF/2015,libs/R-3.2.0/library/MASS/NAMESPACE,NAMESPACE
tvganesh/pkg,NAMESPACE,NAMESPACE
aforren1/multimles,NAMESPACE,NAMESPACE
crtahlin/ZakMonitoR,NAMESPACE,NAMESPACE
16xchen/Biomy,NAMESPACE,NAMESPACE
